geo,year,brecha_general,tasa_stem,nace_r2,brecha_sector,country_name,gggi_eas,gggi_ggi,gggi_pos
CH,2015,17.9,9.2,O,18.7,Switzerland,0.99,0.78,0.74
CH,2015,17.9,9.2,P,9.7,Switzerland,0.99,0.78,0.74
CH,2015,17.9,9.2,Q,19.4,Switzerland,0.99,0.78,0.74
CH,2015,17.9,9.2,R,13.5,Switzerland,0.99,0.78,0.74
CH,2015,17.9,9.2,S,21.4,Switzerland,0.99,0.78,0.74
CY,2015,13.2,8.3,B,35.6,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,B-N,21.0,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,B-S,13.5,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,B-S_X_O,13.2,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,C,28.3,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,D,2.4,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,E,-7.7,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,F,7.2,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,G,24.9,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,H,26.4,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,I,16.5,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,J,13.7,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,K,23.6,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,L,-4.6,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,M,34.2,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,N,9.2,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,O,14.1,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,P,10.0,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,Q,13.9,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,R,58.4,Cyprus,1.0,0.68,0.66
CY,2015,13.2,8.3,S,32.1,Cyprus,1.0,0.68,0.66
CZ,2015,22.5,12.2,B,16.3,Czech Republic,,,
CZ,2015,22.5,12.2,B-N,16.1,Czech Republic,,,
CZ,2015,22.5,12.2,B-S,21.5,Czech Republic,,,
CZ,2015,22.5,12.2,B-S_X_O,22.5,Czech Republic,,,
CZ,2015,22.5,12.2,C,27.3,Czech Republic,,,
CZ,2015,22.5,12.2,D,16.1,Czech Republic,,,
CZ,2015,22.5,12.2,E,4.0,Czech Republic,,,
CZ,2015,22.5,12.2,F,9.9,Czech Republic,,,
CZ,2015,22.5,12.2,G,27.7,Czech Republic,,,
CZ,2015,22.5,12.2,H,1.6,Czech Republic,,,
CZ,2015,22.5,12.2,I,7.6,Czech Republic,,,
CZ,2015,22.5,12.2,J,32.5,Czech Republic,,,
CZ,2015,22.5,12.2,K,40.9,Czech Republic,,,
CZ,2015,22.5,12.2,L,10.5,Czech Republic,,,
CZ,2015,22.5,12.2,M,24.8,Czech Republic,,,
CZ,2015,22.5,12.2,N,6.7,Czech Republic,,,
CZ,2015,22.5,12.2,O,13.2,Czech Republic,,,
CZ,2015,22.5,12.2,P,25.3,Czech Republic,,,
CZ,2015,22.5,12.2,Q,27.8,Czech Republic,,,
CZ,2015,22.5,12.2,R,14.2,Czech Republic,,,
CZ,2015,22.5,12.2,S,32.2,Czech Republic,,,
DE,2015,21.8,11.3,B,1.4,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,B-N,25.1,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,B-S,20.6,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,B-S_X_O,21.8,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,C,25.3,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,D,22.9,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,E,4.4,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,F,12.5,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,G,22.6,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,H,6.4,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,I,9.5,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,J,25.0,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,K,27.8,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,L,14.5,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,M,30.4,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,N,14.4,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,O,8.0,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,P,11.8,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,Q,22.7,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,R,31.3,Germany,0.97,0.77,0.69
DE,2015,21.8,11.3,S,20.4,Germany,0.97,0.77,0.69
DK,2015,15.1,13.2,B,17.2,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,B-N,15.4,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,B-S,14.7,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,B-S_X_O,15.1,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,C,11.0,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,D,20.0,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,E,3.8,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,F,10.7,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,G,18.6,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,H,10.5,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,I,3.8,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,J,17.3,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,K,20.0,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,L,9.5,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,M,20.6,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,N,3.0,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,O,7.9,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,P,5.8,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,Q,9.2,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,R,9.1,Denmark,1.0,0.75,0.73
DK,2015,15.1,13.2,S,9.9,Denmark,1.0,0.75,0.73
EE,2015,26.7,13.0,B,32.7,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,B-N,27.0,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,B-S,24.8,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,B-S_X_O,26.7,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,C,30.4,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,D,17.8,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,E,12.0,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,F,19.8,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,G,37.3,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,H,4.9,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,I,14.3,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,J,25.5,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,K,35.4,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,L,14.7,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,M,25.2,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,N,11.5,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,O,6.2,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,P,21.2,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,Q,28.9,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,R,19.2,Estonia,1.0,0.75,0.7
EE,2015,26.7,13.0,S,7.8,Estonia,1.0,0.75,0.7
ES,2015,14.1,13.3,B,-12.6,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,B-N,19.9,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,B-S,12.9,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,B-S_X_O,14.1,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,C,19.0,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,D,15.8,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,E,14.2,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,F,2.3,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,G,21.0,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,H,7.9,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,I,12.5,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,J,12.8,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,K,17.6,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,L,21.3,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,M,19.4,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,N,16.7,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,O,5.1,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,P,5.9,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,Q,22.7,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,R,15.5,Spain,1.0,0.74,0.67
ES,2015,14.1,13.3,S,17.5,Spain,1.0,0.74,0.67
EU27_2020,2015,15.5,13.1,B-S_X_O,15.5,,,,
FI,2015,17.5,13.4,B,13.8,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,B-N,17.0,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,B-S,17.3,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,B-S_X_O,17.5,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,C,10.1,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,D,15.2,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,E,3.4,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,F,3.2,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,G,20.8,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,H,8.4,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,I,9.6,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,J,13.3,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,K,32.6,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,L,20.3,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,M,15.0,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,N,12.9,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,O,16.5,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,P,15.1,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,Q,25.5,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,R,9.9,Finland,1.0,0.84,0.79
FI,2015,17.5,13.4,S,17.7,Finland,1.0,0.84,0.79
FR,2015,15.6,15.5,B,14.9,France,1.0,0.76,0.68
FR,2015,15.6,15.5,B-N,13.1,France,1.0,0.76,0.68
FR,2015,15.6,15.5,B-S,15.5,France,1.0,0.76,0.68
FR,2015,15.6,15.5,B-S_X_O,15.6,France,1.0,0.76,0.68
FR,2015,15.6,15.5,C,14.3,France,1.0,0.76,0.68
FR,2015,15.6,15.5,D,11.8,France,1.0,0.76,0.68
FR,2015,15.6,15.5,E,2.5,France,1.0,0.76,0.68
FR,2015,15.6,15.5,F,-6.5,France,1.0,0.76,0.68
FR,2015,15.6,15.5,G,16.6,France,1.0,0.76,0.68
FR,2015,15.6,15.5,H,0.8,France,1.0,0.76,0.68
FR,2015,15.6,15.5,I,7.7,France,1.0,0.76,0.68
FR,2015,15.6,15.5,J,12.8,France,1.0,0.76,0.68
FR,2015,15.6,15.5,K,30.7,France,1.0,0.76,0.68
FR,2015,15.6,15.5,L,12.4,France,1.0,0.76,0.68
FR,2015,15.6,15.5,M,22.8,France,1.0,0.76,0.68
FR,2015,15.6,15.5,N,8.4,France,1.0,0.76,0.68
FR,2015,15.6,15.5,O,11.9,France,1.0,0.76,0.68
FR,2015,15.6,15.5,P,17.0,France,1.0,0.76,0.68
FR,2015,15.6,15.5,Q,15.7,France,1.0,0.76,0.68
FR,2015,15.6,15.5,R,28.5,France,1.0,0.76,0.68
FR,2015,15.6,15.5,S,16.3,France,1.0,0.76,0.68
HU,2015,14.0,8.0,B-N,12.6,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,B-S,12.9,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,B-S_X_O,14.0,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,C,19.9,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,D,16.5,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,E,-6.7,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,F,-18.7,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,G,16.6,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,H,-4.1,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,I,13.8,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,J,22.0,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,K,23.9,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,L,0.6,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,M,12.1,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,N,7.0,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,O,4.2,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,P,11.7,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,Q,16.0,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,R,15.9,Hungary,0.99,0.67,0.67
HU,2015,14.0,8.0,S,23.1,Hungary,0.99,0.67,0.67
IE,2015,13.9,17.6,B-N,22.8,Ireland,1.0,0.8,0.71
IE,2015,13.9,17.6,B-S,14.2,Ireland,1.0,0.8,0.71
IE,2015,13.9,17.6,B-S_X_O,13.9,Ireland,1.0,0.8,0.71
IS,2015,17.5,11.5,B-N,16.4,Iceland,1.0,0.87,0.81
IS,2015,17.5,11.5,B-S,17.0,Iceland,1.0,0.87,0.81
IS,2015,17.5,11.5,B-S_X_O,17.5,Iceland,1.0,0.87,0.81
IS,2015,17.5,11.5,C,16.7,Iceland,1.0,0.87,0.81
IS,2015,17.5,11.5,D,12.0,Iceland,1.0,0.87,0.81
IS,2015,17.5,11.5,E,-6.6,Iceland,1.0,0.87,0.81
IS,2015,17.5,11.5,F,1.2,Iceland,1.0,0.87,0.81
IS,2015,17.5,11.5,G,19.3,Iceland,1.0,0.87,0.81
IS,2015,17.5,11.5,H,18.5,Iceland,1.0,0.87,0.81
IS,2015,17.5,11.5,J,14.5,Iceland,1.0,0.87,0.81
IS,2015,17.5,11.5,K,37.3,Iceland,1.0,0.87,0.81
IS,2015,17.5,11.5,O,8.8,Iceland,1.0,0.87,0.81
IS,2015,17.5,11.5,P,13.2,Iceland,1.0,0.87,0.81
IS,2015,17.5,11.5,Q,12.4,Iceland,1.0,0.87,0.81
IT,2015,5.5,11.3,B-N,17.2,Italy,0.99,0.72,0.57
IT,2015,5.5,11.3,B-S_X_O,5.5,Italy,0.99,0.72,0.57
IT,2015,5.5,11.3,C,15.0,Italy,0.99,0.72,0.57
IT,2015,5.5,11.3,G,16.8,Italy,0.99,0.72,0.57
IT,2015,5.5,11.3,H,6.9,Italy,0.99,0.72,0.57
IT,2015,5.5,11.3,I,12.7,Italy,0.99,0.72,0.57
IT,2015,5.5,11.3,J,17.4,Italy,0.99,0.72,0.57
IT,2015,5.5,11.3,K,22.0,Italy,0.99,0.72,0.57
IT,2015,5.5,11.3,M,29.1,Italy,0.99,0.72,0.57
IT,2015,5.5,11.3,N,13.5,Italy,0.99,0.72,0.57
IT,2015,5.5,11.3,Q,30.1,Italy,0.99,0.72,0.57
IT,2015,5.5,11.3,S,10.9,Italy,0.99,0.72,0.57
LT,2015,14.2,11.9,B,5.7,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,B-N,18.4,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,B-S,13.0,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,B-S_X_O,14.2,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,C,26.2,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,D,10.0,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,E,15.8,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,F,3.4,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,G,24.8,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,H,-7.4,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,I,14.6,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,J,30.0,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,K,37.2,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,L,14.5,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,M,18.3,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,N,13.2,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,O,2.4,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,P,2.3,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,Q,33.9,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,R,13.2,Lithuania,1.0,0.74,0.76
LT,2015,14.2,11.9,S,18.0,Lithuania,1.0,0.74,0.76
LU,2015,4.7,1.6,B,11.7,Luxembourg,1.0,0.73,0.75
LU,2015,4.7,1.6,B-N,13.9,Luxembourg,1.0,0.73,0.75
LU,2015,4.7,1.6,B-S_X_O,4.7,Luxembourg,1.0,0.73,0.75
LU,2015,4.7,1.6,C,14.3,Luxembourg,1.0,0.73,0.75
LU,2015,4.7,1.6,D,0.1,Luxembourg,1.0,0.73,0.75
LU,2015,4.7,1.6,E,3.6,Luxembourg,1.0,0.73,0.75
LU,2015,4.7,1.6,F,-2.5,Luxembourg,1.0,0.73,0.75
LU,2015,4.7,1.6,G,21.0,Luxembourg,1.0,0.73,0.75
LU,2015,4.7,1.6,H,6.6,Luxembourg,1.0,0.73,0.75
LU,2015,4.7,1.6,I,12.3,Luxembourg,1.0,0.73,0.75
LU,2015,4.7,1.6,J,19.9,Luxembourg,1.0,0.73,0.75
LU,2015,4.7,1.6,K,23.8,Luxembourg,1.0,0.73,0.75
LU,2015,4.7,1.6,L,20.7,Luxembourg,1.0,0.73,0.75
LU,2015,4.7,1.6,M,24.7,Luxembourg,1.0,0.73,0.75
LU,2015,4.7,1.6,N,13.0,Luxembourg,1.0,0.73,0.75
LU,2015,4.7,1.6,P,3.9,Luxembourg,1.0,0.73,0.75
LU,2015,4.7,1.6,Q,0.2,Luxembourg,1.0,0.73,0.75
LU,2015,4.7,1.6,R,9.0,Luxembourg,1.0,0.73,0.75
LU,2015,4.7,1.6,S,30.7,Luxembourg,1.0,0.73,0.75
LV,2015,18.4,8.4,B,18.2,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,B-N,16.8,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,B-S,16.3,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,B-S_X_O,18.4,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,C,19.8,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,D,16.5,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,E,14.8,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,F,4.4,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,G,25.4,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,H,6.4,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,I,16.7,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,J,15.3,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,K,30.9,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,L,17.5,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,M,17.3,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,N,11.3,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,O,-4.4,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,P,6.1,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,Q,22.3,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,R,21.7,Latvia,1.0,0.75,0.78
LV,2015,18.4,8.4,S,11.5,Latvia,1.0,0.75,0.78
MT,2015,10.7,9.6,B,-7.6,Malta,0.95,0.66,0.6
MT,2015,10.7,9.6,B-N,15.0,Malta,0.95,0.66,0.6
MT,2015,10.7,9.6,B-S_X_O,10.7,Malta,0.95,0.66,0.6
MT,2015,10.7,9.6,C,21.2,Malta,0.95,0.66,0.6
MT,2015,10.7,9.6,E,15.9,Malta,0.95,0.66,0.6
MT,2015,10.7,9.6,F,-3.6,Malta,0.95,0.66,0.6
MT,2015,10.7,9.6,G,18.7,Malta,0.95,0.66,0.6
MT,2015,10.7,9.6,H,8.2,Malta,0.95,0.66,0.6
MT,2015,10.7,9.6,I,13.2,Malta,0.95,0.66,0.6
MT,2015,10.7,9.6,J,18.5,Malta,0.95,0.66,0.6
MT,2015,10.7,9.6,K,30.0,Malta,0.95,0.66,0.6
MT,2015,10.7,9.6,L,23.1,Malta,0.95,0.66,0.6
MT,2015,10.7,9.6,M,25.0,Malta,0.95,0.66,0.6
MT,2015,10.7,9.6,N,14.2,Malta,0.95,0.66,0.6
MT,2015,10.7,9.6,P,11.5,Malta,0.95,0.66,0.6
MT,2015,10.7,9.6,Q,18.5,Malta,0.95,0.66,0.6
MT,2015,10.7,9.6,R,20.1,Malta,0.95,0.66,0.6
MT,2015,10.7,9.6,S,9.2,Malta,0.95,0.66,0.6
NO,2015,16.0,8.6,B,12.5,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,B-N,18.1,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,B-S,15.9,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,B-S_X_O,16.0,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,C,12.3,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,D,11.2,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,E,-3.2,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,F,-5.8,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,G,18.0,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,H,11.1,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,I,9.7,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,J,14.0,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,K,31.0,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,L,18.8,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,M,21.5,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,N,8.3,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,O,14.7,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,P,8.8,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,Q,9.9,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,R,8.8,Norway,1.0,0.84,0.82
NO,2015,16.0,8.6,S,15.2,Norway,1.0,0.84,0.82
PL,2015,7.3,19.0,B,18.6,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,B-N,16.4,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,B-S,7.4,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,B-S_X_O,7.3,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,C,20.6,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,D,3.8,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,E,-2.5,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,F,-13.3,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,G,27.5,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,H,-3.5,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,I,12.0,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,J,25.6,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,K,33.6,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,L,11.2,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,M,16.9,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,N,0.5,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,O,15.7,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,P,5.0,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,Q,15.6,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,R,10.4,Poland,1.0,0.73,0.69
PL,2015,7.3,19.0,S,31.6,Poland,1.0,0.73,0.69
PT,2015,16.0,14.7,B,-17.6,Portugal,0.99,0.74,0.71
PT,2015,16.0,14.7,B-N,20.7,Portugal,0.99,0.74,0.71
PT,2015,16.0,14.7,B-S_X_O,16.0,Portugal,0.99,0.74,0.71
PT,2015,16.0,14.7,C,29.9,Portugal,0.99,0.74,0.71
PT,2015,16.0,14.7,D,5.2,Portugal,0.99,0.74,0.71
PT,2015,16.0,14.7,E,-15.1,Portugal,0.99,0.74,0.71
PT,2015,16.0,14.7,F,-7.3,Portugal,0.99,0.74,0.71
PT,2015,16.0,14.7,G,21.4,Portugal,0.99,0.74,0.71
PT,2015,16.0,14.7,H,-18.7,Portugal,0.99,0.74,0.71
PT,2015,16.0,14.7,I,18.1,Portugal,0.99,0.74,0.71
PT,2015,16.0,14.7,J,11.0,Portugal,0.99,0.74,0.71
PT,2015,16.0,14.7,K,22.8,Portugal,0.99,0.74,0.71
PT,2015,16.0,14.7,L,14.4,Portugal,0.99,0.74,0.71
PT,2015,16.0,14.7,M,19.6,Portugal,0.99,0.74,0.71
PT,2015,16.0,14.7,N,22.1,Portugal,0.99,0.74,0.71
PT,2015,16.0,14.7,P,12.2,Portugal,0.99,0.74,0.71
PT,2015,16.0,14.7,Q,27.8,Portugal,0.99,0.74,0.71
PT,2015,16.0,14.7,R,41.8,Portugal,0.99,0.74,0.71
PT,2015,16.0,14.7,S,29.0,Portugal,0.99,0.74,0.71
RO,2015,5.6,13.0,B,-10.7,Romania,0.99,0.69,0.7
RO,2015,5.6,13.0,B-N,6.6,Romania,0.99,0.69,0.7
RO,2015,5.6,13.0,B-S,4.5,Romania,0.99,0.69,0.7
RO,2015,5.6,13.0,B-S_X_O,5.6,Romania,0.99,0.69,0.7
RO,2015,5.6,13.0,C,18.5,Romania,0.99,0.69,0.7
RO,2015,5.6,13.0,D,2.8,Romania,0.99,0.69,0.7
RO,2015,5.6,13.0,E,-1.8,Romania,0.99,0.69,0.7
RO,2015,5.6,13.0,F,-24.7,Romania,0.99,0.69,0.7
RO,2015,5.6,13.0,G,12.7,Romania,0.99,0.69,0.7
RO,2015,5.6,13.0,H,-9.5,Romania,0.99,0.69,0.7
RO,2015,5.6,13.0,I,5.8,Romania,0.99,0.69,0.7
RO,2015,5.6,13.0,J,20.4,Romania,0.99,0.69,0.7
RO,2015,5.6,13.0,K,24.6,Romania,0.99,0.69,0.7
RO,2015,5.6,13.0,L,4.8,Romania,0.99,0.69,0.7
