geo,year,brecha_general,tasa_stem,nace_r2,brecha_sector,country_name,gggi_eas,gggi_ggi,gggi_pos
FI,2018,16.9,13.4,S,16.9,Finland,,,
FR,2018,16.7,16.8,B,17.2,France,,,
FR,2018,16.7,16.8,B-N,14.6,France,,,
FR,2018,16.7,16.8,B-S,16.1,France,,,
FR,2018,16.7,16.8,B-S_X_O,16.7,France,,,
FR,2018,16.7,16.8,C,14.5,France,,,
FR,2018,16.7,16.8,D,10.8,France,,,
FR,2018,16.7,16.8,E,-1.8,France,,,
FR,2018,16.7,16.8,F,-9.1,France,,,
FR,2018,16.7,16.8,G,20.8,France,,,
FR,2018,16.7,16.8,H,3.0,France,,,
FR,2018,16.7,16.8,I,8.5,France,,,
FR,2018,16.7,16.8,J,15.4,France,,,
FR,2018,16.7,16.8,K,32.0,France,,,
FR,2018,16.7,16.8,L,14.7,France,,,
FR,2018,16.7,16.8,M,23.5,France,,,
FR,2018,16.7,16.8,N,5.6,France,,,
FR,2018,16.7,16.8,O,9.9,France,,,
FR,2018,16.7,16.8,P,16.2,France,,,
FR,2018,16.7,16.8,Q,18.3,France,,,
FR,2018,16.7,16.8,R,23.8,France,,,
FR,2018,16.7,16.8,S,9.6,France,,,
HR,2018,11.4,14.9,B,4.0,Croatia,,,
HR,2018,11.4,14.9,B-N,12.8,Croatia,,,
HR,2018,11.4,14.9,B-S,10.9,Croatia,,,
HR,2018,11.4,14.9,B-S_X_O,11.4,Croatia,,,
HR,2018,11.4,14.9,C,21.1,Croatia,,,
HR,2018,11.4,14.9,D,-0.6,Croatia,,,
HR,2018,11.4,14.9,E,-4.6,Croatia,,,
HR,2018,11.4,14.9,F,-19.7,Croatia,,,
HR,2018,11.4,14.9,G,19.1,Croatia,,,
HR,2018,11.4,14.9,H,0.2,Croatia,,,
HR,2018,11.4,14.9,I,12.6,Croatia,,,
HR,2018,11.4,14.9,J,12.1,Croatia,,,
HR,2018,11.4,14.9,K,24.7,Croatia,,,
HR,2018,11.4,14.9,L,2.0,Croatia,,,
HR,2018,11.4,14.9,M,16.1,Croatia,,,
HR,2018,11.4,14.9,N,5.9,Croatia,,,
HR,2018,11.4,14.9,O,9.2,Croatia,,,
HR,2018,11.4,14.9,P,14.8,Croatia,,,
HR,2018,11.4,14.9,Q,16.9,Croatia,,,
HR,2018,11.4,14.9,R,15.6,Croatia,,,
HR,2018,11.4,14.9,S,31.8,Croatia,,,
HU,2018,14.2,8.0,B,16.8,Hungary,,,
HU,2018,14.2,8.0,B-N,15.1,Hungary,,,
HU,2018,14.2,8.0,B-S,13.7,Hungary,,,
HU,2018,14.2,8.0,B-S_X_O,14.2,Hungary,,,
HU,2018,14.2,8.0,C,22.5,Hungary,,,
HU,2018,14.2,8.0,D,19.1,Hungary,,,
HU,2018,14.2,8.0,E,0.1,Hungary,,,
HU,2018,14.2,8.0,F,-6.8,Hungary,,,
HU,2018,14.2,8.0,G,14.0,Hungary,,,
HU,2018,14.2,8.0,H,-2.4,Hungary,,,
HU,2018,14.2,8.0,I,12.9,Hungary,,,
HU,2018,14.2,8.0,J,21.4,Hungary,,,
HU,2018,14.2,8.0,K,33.4,Hungary,,,
HU,2018,14.2,8.0,L,9.2,Hungary,,,
HU,2018,14.2,8.0,M,21.8,Hungary,,,
HU,2018,14.2,8.0,N,16.1,Hungary,,,
HU,2018,14.2,8.0,O,6.7,Hungary,,,
HU,2018,14.2,8.0,P,9.3,Hungary,,,
HU,2018,14.2,8.0,Q,11.7,Hungary,,,
HU,2018,14.2,8.0,R,19.0,Hungary,,,
HU,2018,14.2,8.0,S,18.6,Hungary,,,
IE,2018,11.3,22.9,B,5.4,Ireland,,,
IE,2018,11.3,22.9,B-N,18.9,Ireland,,,
IE,2018,11.3,22.9,B-S,11.4,Ireland,,,
IE,2018,11.3,22.9,B-S_X_O,11.3,Ireland,,,
IE,2018,11.3,22.9,C,10.2,Ireland,,,
IE,2018,11.3,22.9,D,18.0,Ireland,,,
IE,2018,11.3,22.9,E,-17.2,Ireland,,,
IE,2018,11.3,22.9,F,8.5,Ireland,,,
IE,2018,11.3,22.9,G,21.5,Ireland,,,
IE,2018,11.3,22.9,H,2.8,Ireland,,,
IE,2018,11.3,22.9,I,2.5,Ireland,,,
IE,2018,11.3,22.9,J,18.1,Ireland,,,
IE,2018,11.3,22.9,K,28.1,Ireland,,,
IE,2018,11.3,22.9,L,32.1,Ireland,,,
IE,2018,11.3,22.9,M,20.2,Ireland,,,
IE,2018,11.3,22.9,N,10.6,Ireland,,,
IE,2018,11.3,22.9,O,10.8,Ireland,,,
IE,2018,11.3,22.9,P,7.8,Ireland,,,
IE,2018,11.3,22.9,Q,17.7,Ireland,,,
IE,2018,11.3,22.9,R,17.2,Ireland,,,
IE,2018,11.3,22.9,S,23.8,Ireland,,,
IS,2018,13.8,11.9,B-N,15.8,Iceland,,,
IS,2018,13.8,11.9,B-S,13.6,Iceland,,,
IS,2018,13.8,11.9,B-S_X_O,13.8,Iceland,,,
IS,2018,13.8,11.9,C,16.7,Iceland,,,
IS,2018,13.8,11.9,D,8.8,Iceland,,,
IS,2018,13.8,11.9,E,-9.2,Iceland,,,
IS,2018,13.8,11.9,F,-7.4,Iceland,,,
IS,2018,13.8,11.9,G,14.0,Iceland,,,
IS,2018,13.8,11.9,H,14.3,Iceland,,,
IS,2018,13.8,11.9,I,4.9,Iceland,,,
IS,2018,13.8,11.9,J,10.6,Iceland,,,
IS,2018,13.8,11.9,K,35.4,Iceland,,,
IS,2018,13.8,11.9,O,9.6,Iceland,,,
IS,2018,13.8,11.9,P,10.8,Iceland,,,
IS,2018,13.8,11.9,Q,10.4,Iceland,,,
IT,2018,5.5,12.6,B,2.0,Italy,,,
IT,2018,5.5,12.6,B-N,15.5,Italy,,,
IT,2018,5.5,12.6,B-S,6.2,Italy,,,
IT,2018,5.5,12.6,B-S_X_O,5.5,Italy,,,
IT,2018,5.5,12.6,C,15.2,Italy,,,
IT,2018,5.5,12.6,D,11.1,Italy,,,
IT,2018,5.5,12.6,E,4.9,Italy,,,
IT,2018,5.5,12.6,F,7.1,Italy,,,
IT,2018,5.5,12.6,G,16.2,Italy,,,
IT,2018,5.5,12.6,H,9.2,Italy,,,
IT,2018,5.5,12.6,I,9.0,Italy,,,
IT,2018,5.5,12.6,J,15.9,Italy,,,
IT,2018,5.5,12.6,K,23.5,Italy,,,
IT,2018,5.5,12.6,L,14.1,Italy,,,
IT,2018,5.5,12.6,M,25.1,Italy,,,
IT,2018,5.5,12.6,N,9.3,Italy,,,
IT,2018,5.5,12.6,O,8.6,Italy,,,
IT,2018,5.5,12.6,P,7.9,Italy,,,
IT,2018,5.5,12.6,Q,22.5,Italy,,,
IT,2018,5.5,12.6,S,11.2,Italy,,,
LT,2018,14.0,13.2,B,6.9,Lithuania,,,
LT,2018,14.0,13.2,B-N,16.2,Lithuania,,,
LT,2018,14.0,13.2,B-S,13.2,Lithuania,,,
LT,2018,14.0,13.2,B-S_X_O,14.0,Lithuania,,,
LT,2018,14.0,13.2,C,24.6,Lithuania,,,
LT,2018,14.0,13.2,D,9.2,Lithuania,,,
LT,2018,14.0,13.2,E,12.1,Lithuania,,,
LT,2018,14.0,13.2,F,-1.5,Lithuania,,,
LT,2018,14.0,13.2,G,23.9,Lithuania,,,
LT,2018,14.0,13.2,H,-12.6,Lithuania,,,
LT,2018,14.0,13.2,I,16.7,Lithuania,,,
LT,2018,14.0,13.2,J,29.9,Lithuania,,,
LT,2018,14.0,13.2,K,32.1,Lithuania,,,
LT,2018,14.0,13.2,L,13.9,Lithuania,,,
LT,2018,14.0,13.2,M,21.5,Lithuania,,,
LT,2018,14.0,13.2,N,9.1,Lithuania,,,
LT,2018,14.0,13.2,O,5.1,Lithuania,,,
LT,2018,14.0,13.2,P,1.4,Lithuania,,,
LT,2018,14.0,13.2,Q,25.2,Lithuania,,,
LT,2018,14.0,13.2,R,14.4,Lithuania,,,
LT,2018,14.0,13.2,S,7.8,Lithuania,,,
LU,2018,1.4,1.8,B-N,11.8,Luxembourg,,,
LU,2018,1.4,1.8,B-S,1.6,Luxembourg,,,
LU,2018,1.4,1.8,B-S_X_O,1.4,Luxembourg,,,
LU,2018,1.4,1.8,C,11.0,Luxembourg,,,
LU,2018,1.4,1.8,E,3.6,Luxembourg,,,
LU,2018,1.4,1.8,F,-8.4,Luxembourg,,,
LU,2018,1.4,1.8,G,18.9,Luxembourg,,,
LU,2018,1.4,1.8,H,5.3,Luxembourg,,,
LU,2018,1.4,1.8,I,12.0,Luxembourg,,,
LU,2018,1.4,1.8,J,17.8,Luxembourg,,,
LU,2018,1.4,1.8,K,25.3,Luxembourg,,,
LU,2018,1.4,1.8,L,14.7,Luxembourg,,,
LU,2018,1.4,1.8,M,23.0,Luxembourg,,,
LU,2018,1.4,1.8,N,10.2,Luxembourg,,,
LU,2018,1.4,1.8,O,0.4,Luxembourg,,,
LU,2018,1.4,1.8,P,3.4,Luxembourg,,,
LU,2018,1.4,1.8,Q,0.6,Luxembourg,,,
LU,2018,1.4,1.8,R,-11.2,Luxembourg,,,
LU,2018,1.4,1.8,S,25.5,Luxembourg,,,
LV,2018,19.6,8.9,B,12.0,Latvia,,,
LV,2018,19.6,8.9,B-N,19.7,Latvia,,,
LV,2018,19.6,8.9,B-S,17.6,Latvia,,,
LV,2018,19.6,8.9,B-S_X_O,19.6,Latvia,,,
LV,2018,19.6,8.9,C,20.6,Latvia,,,
LV,2018,19.6,8.9,D,5.3,Latvia,,,
LV,2018,19.6,8.9,E,13.9,Latvia,,,
LV,2018,19.6,8.9,F,3.9,Latvia,,,
LV,2018,19.6,8.9,G,27.9,Latvia,,,
LV,2018,19.6,8.9,H,11.0,Latvia,,,
LV,2018,19.6,8.9,I,13.9,Latvia,,,
LV,2018,19.6,8.9,J,28.2,Latvia,,,
LV,2018,19.6,8.9,K,33.5,Latvia,,,
LV,2018,19.6,8.9,L,14.1,Latvia,,,
LV,2018,19.6,8.9,M,15.8,Latvia,,,
LV,2018,19.6,8.9,N,23.0,Latvia,,,
LV,2018,19.6,8.9,O,-2.8,Latvia,,,
LV,2018,19.6,8.9,P,14.6,Latvia,,,
LV,2018,19.6,8.9,Q,19.3,Latvia,,,
LV,2018,19.6,8.9,R,20.9,Latvia,,,
LV,2018,19.6,8.9,S,10.0,Latvia,,,
MT,2018,13.0,8.4,B,28.9,Malta,,,
MT,2018,13.0,8.4,B-N,16.0,Malta,,,
MT,2018,13.0,8.4,B-S,11.8,Malta,,,
MT,2018,13.0,8.4,B-S_X_O,13.0,Malta,,,
MT,2018,13.0,8.4,C,23.3,Malta,,,
MT,2018,13.0,8.4,D,11.9,Malta,,,
MT,2018,13.0,8.4,E,19.6,Malta,,,
MT,2018,13.0,8.4,F,4.0,Malta,,,
MT,2018,13.0,8.4,G,16.3,Malta,,,
MT,2018,13.0,8.4,H,11.1,Malta,,,
MT,2018,13.0,8.4,I,9.7,Malta,,,
MT,2018,13.0,8.4,J,15.5,Malta,,,
MT,2018,13.0,8.4,K,26.5,Malta,,,
MT,2018,13.0,8.4,L,23.7,Malta,,,
MT,2018,13.0,8.4,M,25.7,Malta,,,
MT,2018,13.0,8.4,N,16.9,Malta,,,
MT,2018,13.0,8.4,O,-5.5,Malta,,,
MT,2018,13.0,8.4,P,12.3,Malta,,,
MT,2018,13.0,8.4,Q,21.2,Malta,,,
MT,2018,13.0,8.4,R,10.7,Malta,,,
MT,2018,13.0,8.4,S,32.6,Malta,,,
NL,2018,14.7,8.0,B,15.5,Netherlands,,,
NL,2018,14.7,8.0,B-N,23.3,Netherlands,,,
NL,2018,14.7,8.0,B-S,14.2,Netherlands,,,
NL,2018,14.7,8.0,B-S_X_O,14.7,Netherlands,,,
NL,2018,14.7,8.0,C,19.7,Netherlands,,,
NL,2018,14.7,8.0,D,15.0,Netherlands,,,
NL,2018,14.7,8.0,E,12.9,Netherlands,,,
NL,2018,14.7,8.0,F,13.5,Netherlands,,,
NL,2018,14.7,8.0,G,24.7,Netherlands,,,
NL,2018,14.7,8.0,H,14.2,Netherlands,,,
NL,2018,14.7,8.0,I,8.0,Netherlands,,,
NL,2018,14.7,8.0,J,17.2,Netherlands,,,
NL,2018,14.7,8.0,K,29.2,Netherlands,,,
NL,2018,14.7,8.0,L,18.5,Netherlands,,,
NL,2018,14.7,8.0,M,22.7,Netherlands,,,
NL,2018,14.7,8.0,N,9.7,Netherlands,,,
NL,2018,14.7,8.0,O,2.6,Netherlands,,,
NL,2018,14.7,8.0,P,9.4,Netherlands,,,
NL,2018,14.7,8.0,Q,18.6,Netherlands,,,
NL,2018,14.7,8.0,R,12.8,Netherlands,,,
NL,2018,14.7,8.0,S,13.1,Netherlands,,,
NO,2018,13.2,9.9,B,6.5,Norway,,,
NO,2018,13.2,9.9,B-N,14.5,Norway,,,
NO,2018,13.2,9.9,B-S,13.4,Norway,,,
NO,2018,13.2,9.9,B-S_X_O,13.2,Norway,,,
NO,2018,13.2,9.9,C,9.7,Norway,,,
NO,2018,13.2,9.9,D,10.6,Norway,,,
NO,2018,13.2,9.9,E,-4.2,Norway,,,
NO,2018,13.2,9.9,F,-14.3,Norway,,,
NO,2018,13.2,9.9,G,17.3,Norway,,,
NO,2018,13.2,9.9,H,8.9,Norway,,,
NO,2018,13.2,9.9,I,8.6,Norway,,,
NO,2018,13.2,9.9,J,7.3,Norway,,,
NO,2018,13.2,9.9,K,28.6,Norway,,,
NO,2018,13.2,9.9,L,15.3,Norway,,,
NO,2018,13.2,9.9,M,18.3,Norway,,,
NO,2018,13.2,9.9,N,5.7,Norway,,,
NO,2018,13.2,9.9,O,15.8,Norway,,,
NO,2018,13.2,9.9,P,10.4,Norway,,,
NO,2018,13.2,9.9,Q,9.8,Norway,,,
NO,2018,13.2,9.9,R,11.9,Norway,,,
NO,2018,13.2,9.9,S,21.2,Norway,,,
PL,2018,8.5,18.5,B,20.0,Poland,,,
PL,2018,8.5,18.5,B-N,15.4,Poland,,,
PL,2018,8.5,18.5,B-S,8.8,Poland,,,
PL,2018,8.5,18.5,B-S_X_O,8.5,Poland,,,
PL,2018,8.5,18.5,C,18.4,Poland,,,
PL,2018,8.5,18.5,D,5.1,Poland,,,
PL,2018,8.5,18.5,E,-0.4,Poland,,,
PL,2018,8.5,18.5,F,-8.7,Poland,,,
PL,2018,8.5,18.5,G,24.4,Poland,,,
PL,2018,8.5,18.5,H,-5.6,Poland,,,
PL,2018,8.5,18.5,I,9.7,Poland,,,
PL,2018,8.5,18.5,J,28.2,Poland,,,
PL,2018,8.5,18.5,K,30.8,Poland,,,
PL,2018,8.5,18.5,L,7.6,Poland,,,
PL,2018,8.5,18.5,M,19.2,Poland,,,
PL,2018,8.5,18.5,N,0.6,Poland,,,
PL,2018,8.5,18.5,O,15.1,Poland,,,
PL,2018,8.5,18.5,P,5.2,Poland,,,
PL,2018,8.5,18.5,Q,12.7,Poland,,,
PL,2018,8.5,18.5,R,8.3,Poland,,,
PL,2018,8.5,18.5,S,28.9,Poland,,,
PT,2018,8.9,15.5,B,-4.7,Portugal,,,
PT,2018,8.9,15.5,B-N,15.6,Portugal,,,
PT,2018,8.9,15.5,B-S_X_O,8.9,Portugal,,,
PT,2018,8.9,15.5,C,23.3,Portugal,,,
PT,2018,8.9,15.5,D,0.4,Portugal,,,
PT,2018,8.9,15.5,E,-33.2,Portugal,,,
PT,2018,8.9,15.5,F,-10.3,Portugal,,,
PT,2018,8.9,15.5,G,17.7,Portugal,,,
PT,2018,8.9,15.5,H,-19.0,Portugal,,,
PT,2018,8.9,15.5,I,16.1,Portugal,,,
PT,2018,8.9,15.5,J,11.7,Portugal,,,
PT,2018,8.9,15.5,K,19.9,Portugal,,,
PT,2018,8.9,15.5,L,2.3,Portugal,,,
PT,2018,8.9,15.5,M,18.7,Portugal,,,
PT,2018,8.9,15.5,N,8.1,Portugal,,,
PT,2018,8.9,15.5,P,18.0,Portugal,,,
PT,2018,8.9,15.5,Q,25.7,Portugal,,,
PT,2018,8.9,15.5,R,38.2,Portugal,,,
PT,2018,8.9,15.5,S,31.0,Portugal,,,
RO,2018,2.2,13.9,B,-2.9,Romania,,,
RO,2018,2.2,13.9,B-N,10.6,Romania,,,
RO,2018,2.2,13.9,B-S,1.0,Romania,,,
RO,2018,2.2,13.9,B-S_X_O,2.2,Romania,,,
RO,2018,2.2,13.9,C,22.1,Romania,,,
RO,2018,2.2,13.9,D,9.9,Romania,,,
RO,2018,2.2,13.9,E,1.2,Romania,,,
RO,2018,2.2,13.9,F,-19.8,Romania,,,
RO,2018,2.2,13.9,G,14.1,Romania,,,
RO,2018,2.2,13.9,H,-4.5,Romania,,,
RO,2018,2.2,13.9,I,7.6,Romania,,,
RO,2018,2.2,13.9,J,22.7,Romania,,,
RO,2018,2.2,13.9,K,32.6,Romania,,,
RO,2018,2.2,13.9,L,1.4,Romania,,,
RO,2018,2.2,13.9,M,5.1,Romania,,,
RO,2018,2.2,13.9,N,-21.2,Romania,,,
RO,2018,2.2,13.9,O,2.3,Romania,,,
RO,2018,2.2,13.9,P,5.6,Romania,,,
RO,2018,2.2,13.9,Q,12.6,Romania,,,
RO,2018,2.2,13.9,R,15.8,Romania,,,
RO,2018,2.2,13.9,S,22.7,Romania,,,
RS,2018,9.6,13.5,B,-5.9,Serbia,,,
RS,2018,9.6,13.5,B-N,10.6,Serbia,,,
RS,2018,9.6,13.5,B-S,8.8,Serbia,,,
RS,2018,9.6,13.5,B-S_X_O,9.6,Serbia,,,
RS,2018,9.6,13.5,C,19.2,Serbia,,,
RS,2018,9.6,13.5,D,15.1,Serbia,,,
RS,2018,9.6,13.5,E,-2.9,Serbia,,,
RS,2018,9.6,13.5,F,-22.4,Serbia,,,
RS,2018,9.6,13.5,G,8.7,Serbia,,,
RS,2018,9.6,13.5,H,-3.4,Serbia,,,
RS,2018,9.6,13.5,I,9.2,Serbia,,,
RS,2018,9.6,13.5,J,14.5,Serbia,,,
RS,2018,9.6,13.5,K,20.1,Serbia,,,
RS,2018,9.6,13.5,L,9.8,Serbia,,,
RS,2018,9.6,13.5,M,6.5,Serbia,,,
RS,2018,9.6,13.5,N,2.2,Serbia,,,
RS,2018,9.6,13.5,O,0.7,Serbia,,,
RS,2018,9.6,13.5,P,7.6,Serbia,,,
RS,2018,9.6,13.5,Q,14.8,Serbia,,,
RS,2018,9.6,13.5,R,4.1,Serbia,,,
RS,2018,9.6,13.5,S,3.1,Serbia,,,
SE,2018,12.1,11.0,B,8.4,Sweden,,,
SE,2018,12.1,11.0,B-N,9.4,Sweden,,,
SE,2018,12.1,11.0,B-S,11.9,Sweden,,,
SE,2018,12.1,11.0,B-S_X_O,12.1,Sweden,,,
SE,2018,12.1,11.0,C,4.1,Sweden,,,
SE,2018,12.1,11.0,D,9.5,Sweden,,,
SE,2018,12.1,11.0,E,-16.0,Sweden,,,
SE,2018,12.1,11.0,F,0.1,Sweden,,,
SE,2018,12.1,11.0,G,13.4,Sweden,,,
SE,2018,12.1,11.0,H,0.5,Sweden,,,
SE,2018,12.1,11.0,I,5.8,Sweden,,,
SE,2018,12.1,11.0,J,8.4,Sweden,,,
SE,2018,12.1,11.0,K,24.2,Sweden,,,
SE,2018,12.1,11.0,L,4.2,Sweden,,,
SE,2018,12.1,11.0,M,12.5,Sweden,,,
SE,2018,12.1,11.0,N,1.4,Sweden,,,
SE,2018,12.1,11.0,O,7.6,Sweden,,,
SE,2018,12.1,11.0,P,8.7,Sweden,,,
SE,2018,12.1,11.0,Q,8.3,Sweden,,,
SE,2018,12.1,11.0,R,8.3,Sweden,,,
SE,2018,12.1,11.0,S,7.3,Sweden,,,
SI,2018,9.3,14.8,B,14.6,Slovenia,,,
SI,2018,9.3,14.8,B-N,11.0,Slovenia,,,
SI,2018,9.3,14.8,B-S,9.0,Slovenia,,,
SI,2018,9.3,14.8,B-S_X_O,9.3,Slovenia,,,
SI,2018,9.3,14.8,C,15.2,Slovenia,,,
SI,2018,9.3,14.8,D,2.1,Slovenia,,,
SI,2018,9.3,14.8,E,-21.3,Slovenia,,,
SI,2018,9.3,14.8,F,-27.0,Slovenia,,,
SI,2018,9.3,14.8,G,22.4,Slovenia,,,
SI,2018,9.3,14.8,H,-20.5,Slovenia,,,
SI,2018,9.3,14.8,I,7.3,Slovenia,,,
SI,2018,9.3,14.8,J,19.3,Slovenia,,,
SI,2018,9.3,14.8,K,24.3,Slovenia,,,
SI,2018,9.3,14.8,L,4.9,Slovenia,,,
SI,2018,9.3,14.8,M,10.4,Slovenia,,,
SI,2018,9.3,14.8,N,14.4,Slovenia,,,
SI,2018,9.3,14.8,O,10.4,Slovenia,,,
SI,2018,9.3,14.8,P,15.5,Slovenia,,,
SI,2018,9.3,14.8,Q,17.2,Slovenia,,,
SI,2018,9.3,14.8,R,7.1,Slovenia,,,
SI,2018,9.3,14.8,S,6.5,Slovenia,,,
SK,2018,19.8,9.9,B,21.5,Slovakia,,,
SK,2018,19.8,9.9,B-N,20.0,Slovakia,,,
SK,2018,19.8,9.9,B-S,19.7,Slovakia,,,
SK,2018,19.8,9.9,B-S_X_O,19.8,Slovakia,,,
SK,2018,19.8,9.9,C,25.2,Slovakia,,,
SK,2018,19.8,9.9,D,14.9,Slovakia,,,
SK,2018,19.8,9.9,E,2.2,Slovakia,,,
SK,2018,19.8,9.9,F,11.0,Slovakia,,,
SK,2018,19.8,9.9,G,26.7,Slovakia,,,
SK,2018,19.8,9.9,H,8.1,Slovakia,,,
SK,2018,19.8,9.9,I,12.1,Slovakia,,,
SK,2018,19.8,9.9,J,25.6,Slovakia,,,
SK,2018,19.8,9.9,K,33.9,Slovakia,,,
SK,2018,19.8,9.9,L,19.1,Slovakia,,,
SK,2018,19.8,9.9,M,16.4,Slovakia,,,
SK,2018,19.8,9.9,N,4.9,Slovakia,,,
SK,2018,19.8,9.9,O,19.0,Slovakia,,,
SK,2018,19.8,9.9,P,11.8,Slovakia,,,
SK,2018,19.8,9.9,Q,26.8,Slovakia,,,
SK,2018,19.8,9.9,R,21.0,Slovakia,,,
SK,2018,19.8,9.9,S,-9.4,Slovakia,,,
UK,2018,19.8,20.2,B,1.1,United Kingdom,,,
UK,2018,19.8,20.2,B-N,21.5,United Kingdom,,,
UK,2018,19.8,20.2,B-S,19.4,United Kingdom,,,
UK,2018,19.8,20.2,B-S_X_O,19.8,United Kingdom,,,
UK,2018,19.8,20.2,C,16.1,United Kingdom,,,
UK,2018,19.8,20.2,D,19.7,United Kingdom,,,
UK,2018,19.8,20.2,E,-2.7,United Kingdom,,,
UK,2018,19.8,20.2,F,11.8,United Kingdom,,,
UK,2018,19.8,20.2,G,21.9,United Kingdom,,,
UK,2018,19.8,20.2,H,5.9,United Kingdom,,,
UK,2018,19.8,20.2,I,10.2,United Kingdom,,,
UK,2018,19.8,20.2,J,14.4,United Kingdom,,,
UK,2018,19.8,20.2,K,33.4,United Kingdom,,,
UK,2018,19.8,20.2,L,17.1,United Kingdom,,,
UK,2018,19.8,20.2,M,27.9,United Kingdom,,,
UK,2018,19.8,20.2,N,9.5,United Kingdom,,,
UK,2018,19.8,20.2,O,12.0,United Kingdom,,,
UK,2018,19.8,20.2,P,18.8,United Kingdom,,,
UK,2018,19.8,20.2,Q,25.4,United Kingdom,,,
UK,2018,19.8,20.2,R,23.6,United Kingdom,,,
UK,2018,19.8,20.2,S,14.4,United Kingdom,,,
AT,2019,20.0,13.0,B,7.8,Austria,1.0,0.74,0.66
AT,2019,20.0,13.0,B-N,21.7,Austria,1.0,0.74,0.66
AT,2019,20.0,13.0,B-S_X_O,20.0,Austria,1.0,0.74,0.66
AT,2019,20.0,13.0,C,20.2,Austria,1.0,0.74,0.66
AT,2019,20.0,13.0,D,14.7,Austria,1.0,0.74,0.66
AT,2019,20.0,13.0,E,7.5,Austria,1.0,0.74,0.66
AT,2019,20.0,13.0,F,8.3,Austria,1.0,0.74,0.66
AT,2019,20.0,13.0,G,22.6,Austria,1.0,0.74,0.66
AT,2019,20.0,13.0,H,11.8,Austria,1.0,0.74,0.66
AT,2019,20.0,13.0,I,8.0,Austria,1.0,0.74,0.66
AT,2019,20.0,13.0,J,20.6,Austria,1.0,0.74,0.66
AT,2019,20.0,13.0,K,27.9,Austria,1.0,0.74,0.66
AT,2019,20.0,13.0,L,27.2,Austria,1.0,0.74,0.66
AT,2019,20.0,13.0,M,28.1,Austria,1.0,0.74,0.66
AT,2019,20.0,13.0,N,17.3,Austria,1.0,0.74,0.66
AT,2019,20.0,13.0,P,23.5,Austria,1.0,0.74,0.66
AT,2019,20.0,13.0,Q,14.5,Austria,1.0,0.74,0.66
AT,2019,20.0,13.0,R,19.9,Austria,1.0,0.74,0.66
AT,2019,20.0,13.0,S,25.5,Austria,1.0,0.74,0.66
BE,2019,4.7,7.5,B,-2.0,Belgium,1.0,0.75,0.71
BE,2019,4.7,7.5,B-N,9.3,Belgium,1.0,0.75,0.71
BE,2019,4.7,7.5,B-S_X_O,4.7,Belgium,1.0,0.75,0.71
BE,2019,4.7,7.5,C,8.3,Belgium,1.0,0.75,0.71
BE,2019,4.7,7.5,D,8.6,Belgium,1.0,0.75,0.71
BE,2019,4.7,7.5,E,8.3,Belgium,1.0,0.75,0.71
BE,2019,4.7,7.5,F,3.9,Belgium,1.0,0.75,0.71
BE,2019,4.7,7.5,G,9.6,Belgium,1.0,0.75,0.71
BE,2019,4.7,7.5,H,2.5,Belgium,1.0,0.75,0.71
BE,2019,4.7,7.5,I,2.9,Belgium,1.0,0.75,0.71
BE,2019,4.7,7.5,J,9.9,Belgium,1.0,0.75,0.71
BE,2019,4.7,7.5,K,8.4,Belgium,1.0,0.75,0.71
BE,2019,4.7,7.5,L,7.9,Belgium,1.0,0.75,0.71
BE,2019,4.7,7.5,M,5.9,Belgium,1.0,0.75,0.71
BE,2019,4.7,7.5,N,8.0,Belgium,1.0,0.75,0.71
BE,2019,4.7,7.5,P,5.1,Belgium,1.0,0.75,0.71
BE,2019,4.7,7.5,Q,1.9,Belgium,1.0,0.75,0.71
BE,2019,4.7,7.5,R,1.1,Belgium,1.0,0.75,0.71
BE,2019,4.7,7.5,S,7.6,Belgium,1.0,0.75,0.71
BG,2019,14.0,11.6,B,14.1,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,B-N,14.2,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,B-S,13.6,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,B-S_X_O,14.0,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,C,23.1,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,D,6.2,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,E,6.4,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,F,-12.4,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,G,11.8,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,H,10.5,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,I,6.8,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,J,24.3,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,K,27.6,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,L,-2.5,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,M,16.1,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,N,-30.3,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,O,8.6,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,P,8.1,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,Q,28.6,Bulgaria,0.99,0.73,0.71
BG,2019,14.0,11.6,R,23.7,Bulgaria,0.99,0.73,0.71
